#;index;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;averageRating;numVotes;ordering;region;language;types;attributes;isOriginalTitle;main_genre;secondary_genre
2609;3661;tt1403214;movie;Paradies: Liebe;0;2012;120;7.0;9456;8;IN;en;imdbDisplay;\N;0;Drama;No tiene
2610;3662;tt14033502;movie;Babardeala cu bucluc sau porno balamuc;0;2021;106;6.5;9442;15;IN;en;imdbDisplay;\N;0;Comedy;Drama
2611;3663;tt14034966;movie;GÃ»zen to sÃ´zÃ´;0;2021;121;7.5;8261;15;IN;en;imdbDisplay;\N;0;Drama;Romance
2612;3664;tt1403865;movie;True Grit;0;2010;110;7.6;348229;7;IN;en;imdbDisplay;\N;0;Drama;Western
2613;3665;tt14039582;movie;Doraibu mai kÃ¢;0;2021;179;7.6;58268;27;IN;en;imdbDisplay;\N;0;Drama;No tiene
2614;3666;tt1403981;movie;Remember Me;0;2010;113;7.1;151603;20;IN;en;imdbDisplay;\N;0;Drama;Romance
2615;3667;tt1405406;tvSeries;The Vampire Diaries;0;2009;43;7.7;333006;22;IN;en;imdbDisplay;\N;0;Drama;Fantasy
2616;3668;tt14057360;tvSeries;The Lost Pirate Kingdom;0;2021;43;6.6;3179;29;IN;en;imdbDisplay;\N;0;Adventure;Documentary
2617;3669;tt14058484;movie;Biggie: I Got a Story to Tell;0;2021;97;6.8;5364;15;IN;en;imdbDisplay;\N;0;Biography;Documentary
2618;3670;tt14063678;tvSeries;The Gold;0;2023;58;7.4;4555;6;IN;en;imdbDisplay;\N;0;Crime;Drama
2619;3671;tt14069590;tvSeries;Dota: Dragon's Blood;0;2021;25;7.8;20598;25;IN;en;imdbDisplay;\N;0;Action;Adventure
2620;3673;tt14079374;movie;14 Peaks: Nothing Is Impossible;0;2021;101;7.7;28180;13;IN;en;imdbDisplay;\N;0;Adventure;Documentary
2621;3674;tt1408101;movie;Star Trek Into Darkness;0;2013;132;7.7;490070;55;IN;en;imdbDisplay;\N;0;Action;Adventure
2622;3676;tt1409055;tvSeries;Dragon Ball Kai: Doragon bÃ´ru kai;0;2009;24;8.3;23620;6;IN;en;imdbDisplay;\N;0;Action;Adventure
2623;3677;tt14091818;movie;Ajeeb Daastaans;0;2021;142;6.7;6088;16;IN;en;imdbDisplay;\N;0;Drama;Romance
2624;3678;tt14099334;movie;Bhediya;0;2022;156;6.9;20848;11;IN;en;imdbDisplay;\N;0;Comedy;Fantasy
2625;3679;tt1410063;movie;Jin ling shi san chai;0;2011;146;7.5;54313;8;IN;en;imdbDisplay;\N;0;Drama;History
2626;3681;tt14107554;movie;Dasvi;0;2022;125;7.8;55914;7;IN;en;imdbDisplay;\N;0;Comedy;Drama
2627;3683;tt14114802;movie;The Outfit;0;2022;105;7.2;54828;35;IN;en;imdbDisplay;\N;0;Crime;Drama
2628;3685;tt1411697;movie;The Hangover Part II;0;2011;102;6.5;515947;26;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2629;3686;tt1412386;movie;The Best Exotic Marigold Hotel;0;2011;124;7.2;97501;5;IN;en;imdbDisplay;\N;0;Comedy;Drama
2630;3687;tt14129378;tvSeries;Killing It;0;2022;31;7.2;3112;3;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2631;3688;tt14134550;tvSeries;Odd Taxi;0;2021;23;8.4;4929;8;IN;en;imdbDisplay;\N;0;Animation;Comedy
2632;3689;tt1413492;movie;12 Strong;0;2018;130;6.5;86967;17;IN;en;imdbDisplay;\N;0;Action;Drama
2633;3691;tt14140886;tvSeries;Les 7 vies de LÃ©a;0;2022;45;7.5;4495;1;IN;en;imdbDisplay;\N;0;Crime;Drama
2634;3692;tt14145426;movie;Beavis and Butt-Head Do the Universe;0;2022;87;7.0;12260;5;IN;en;imdbDisplay;\N;0;Animation;Comedy
2635;3694;tt14152140;movie;Darlings;0;2022;133;6.6;19823;21;IN;en;imdbDisplay;\N;0;Comedy;Drama
2636;3695;tt14152756;movie;Seaspiracy;0;2021;89;8.1;32758;9;IN;en;imdbDisplay;\N;0;Adventure;Documentary
2637;3696;tt14153080;movie;A Good Person;0;2023;128;7.0;10894;4;IN;en;imdbDisplay;\N;0;Drama;No tiene
2638;3697;tt14153686;tvSeries;Rebelde;0;2022;48;6.5;6796;34;IN;en;imdbDisplay;\N;0;Comedy;Drama
2639;3698;tt1415889;tvSeries;Good Luck Charlie;0;2010;22;7.1;23335;9;IN;en;imdbDisplay;\N;0;Comedy;Drama
2640;3699;tt14160660;tvSeries;X-Ray: Selected Satyajit Shorts;0;2021;65;7.1;9194;8;IN;en;imdbDisplay;\N;0;Crime;Drama
2641;3701;tt14160712;tvSeries;Yeh Kaali Kaali Ankhein;0;2022;51;7.0;8333;26;IN;en;imdbDisplay;\N;0;Comedy;Crime
2642;3702;tt14164730;tvMiniSeries;Dexter: New Blood;0;2021;529;8.1;94047;38;IN;en;imdbDisplay;\N;0;Crime;Drama
2643;3703;tt14167338;tvSeries;Decoupled;0;2021;30;7.9;8023;27;IN;en;imdbDisplay;\N;0;Comedy;Drama
2644;3704;tt14167344;tvSeries;Aranyak;0;2021;48;7.8;10096;6;IN;en;imdbDisplay;\N;0;Crime;Drama
2645;3705;tt14167390;tvMiniSeries;House of Secrets: The Burari Deaths;0;2021;135;7.4;11745;16;IN;en;imdbDisplay;\N;0;Crime;Documentary
2646;3706;tt1416765;tvSeries;Parenthood;0;2010;60;8.3;36383;4;IN;en;imdbDisplay;\N;0;Comedy;Drama
2647;3707;tt1416801;movie;Kill the Irishman;0;2011;106;7.0;49980;4;IN;en;imdbDisplay;\N;0;Biography;Crime
2648;3708;tt14168118;movie;7 Prisioneiros;0;2021;93;7.1;8421;17;IN;en;imdbDisplay;\N;0;Crime;Drama
2649;3709;tt14168162;tvSeries;Bosch: Legacy;0;2022;50;8.5;20676;8;IN;en;imdbDisplay;\N;0;Crime;Drama
2650;3710;tt14169770;tvSeries;Angmapansa;0;2021;75;8.3;3291;28;IN;en;imdbDisplay;\N;0;Crime;Drama
2651;3711;tt14169960;tvSeries;Ji-geum u-ri hak-gyo-neun;0;2022;60;7.5;57415;8;IN;en;imdbDisplay;\N;0;Action;Drama
2652;3712;tt14176542;movie;Bardo, falsa crÃ³nica de unas cuantas verdades;0;2022;159;6.7;13494;5;IN;en;imdbDisplay;\N;0;Comedy;Drama
2653;3713;tt14179942;movie;Good Night Oppy;0;2022;105;7.7;3710;12;IN;en;imdbDisplay;\N;0;Documentary;No tiene
2654;3714;tt14181914;tvMiniSeries;Mike;0;2022;25;6.9;4376;28;IN;en;imdbDisplay;\N;0;Biography;Drama
2655;3715;tt14182646;movie;Vendhu Thanindhathu Kaadu;0;2022;177;7.4;7556;8;IN;en;imdbDisplay;\N;0;Action;Crime
2656;3716;tt14183410;tvMiniSeries;The Thief, His Wife and the Canoe;0;2022;184;7.2;4235;12;IN;en;imdbDisplay;\N;0;Biography;Crime
2657;3717;tt14188930;movie;Nna Thaan Case Kodu;0;2022;138;8.0;5217;1;IN;en;imdbDisplay;\N;0;Comedy;Crime
2658;3718;tt14189076;movie;Ariyippu;0;2022;107;6.5;4750;14;IN;en;imdbDisplay;\N;0;Drama;No tiene
2659;3719;tt14190592;tvSeries;The Lazarus Project;0;2022;45;7.1;4756;5;IN;en;imdbDisplay;\N;0;Action;Drama
2660;3720;tt14192504;tvMiniSeries;We Own This City;0;2022;357;7.6;24996;12;IN;en;imdbDisplay;\N;0;Biography;Crime
2661;3721;tt14208870;movie;The Fabelmans;0;2022;151;7.6;94084;3;IN;en;imdbDisplay;\N;0;Drama;No tiene
2662;3722;tt14217100;movie;Ferry;0;2021;106;7.0;11770;25;IN;en;imdbDisplay;\N;0;Action;Crime
2663;3723;tt14218674;tvSeries;NCIS: Hawai'i;0;2021;43;6.6;7781;36;IN;en;imdbDisplay;\N;0;Action;Crime
2664;3724;tt14218830;tvSeries;Abbott Elementary;0;2021;22;8.2;27128;6;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2665;3725;tt14220870;tvMiniSeries;A Very British Scandal;0;2021;177;7.0;6448;31;IN;en;imdbDisplay;\N;0;Drama;History
2666;3727;tt14245846;tvSeries;The Midwich Cuckoos;0;2022;50;6.6;3796;11;IN;en;imdbDisplay;\N;0;Drama;Horror
2667;3728;tt1424797;movie;J'ai tuÃ© ma mÃ¨re;0;2009;96;7.4;30705;18;IN;en;imdbDisplay;\N;0;Drama;Romance
2668;3730;tt14253846;movie;Speak No Evil;0;2022;97;6.6;28055;11;IN;en;imdbDisplay;\N;0;Drama;Horror
2669;3732;tt14269590;tvSeries;Poker Face;0;2023;58;7.9;34812;1;IN;en;imdbDisplay;\N;0;Comedy;Crime
2670;3733;tt14271498;tvSeries;Loot;0;2022;25;6.7;9330;4;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2671;3734;tt14271652;tvSeries;Joe Pickett;0;2021;50;7.7;5138;15;IN;en;imdbDisplay;\N;0;Drama;Western
2672;3735;tt14279982;movie;HIT: The 2nd Case;0;2022;150;7.2;5754;3;IN;en;imdbDisplay;\N;0;Action;Crime
2673;3736;tt1429449;tvSeries;Lost Girl;0;2010;44;7.6;32180;7;IN;en;imdbDisplay;\N;0;Action;Drama
2674;3738;tt14295590;movie;Mrs. Chatterjee vs. Norway;0;2023;133;7.3;7564;13;IN;en;imdbDisplay;\N;0;Biography;Drama
2675;3740;tt1430607;movie;Arthur Christmas;0;2011;97;7.1;63311;57;IN;en;imdbDisplay;\N;0;Adventure;Animation
2676;3741;tt1430615;movie;Big Miracle;0;2012;107;6.5;20152;5;IN;en;imdbDisplay;\N;0;Biography;Drama
2677;3742;tt1430626;movie;The Pirates! In an Adventure with Scientists!;0;2012;88;6.7;50057;52;IN;en;imdbDisplay;\N;0;Adventure;Animation
2678;3743;tt14307536;movie;A Jazzman's Blues;0;2022;127;6.7;3861;28;IN;en;imdbDisplay;\N;0;Drama;No tiene
2679;3744;tt14308636;movie;Bank of Dave;0;2023;107;7.1;6726;2;IN;en;imdbDisplay;\N;0;Biography;Comedy
2680;3745;tt14315542;tvSeries;Sexify;0;2021;40;6.5;6304;11;IN;en;imdbDisplay;\N;0;Comedy;Drama
2681;3746;tt14315584;movie;Hiacynt;0;2021;112;6.8;3855;9;IN;en;imdbDisplay;\N;0;Crime;Drama
2682;3747;tt14317880;movie;Coupez!;0;2022;112;6.5;3487;15;IN;en;imdbDisplay;\N;0;Comedy;Horror
2683;3748;tt14324650;movie;Batman: The Long Halloween, Part One;0;2021;85;7.2;18308;3;IN;en;imdbDisplay;\N;0;Action;Animation
2684;3750;tt1433540;movie;Panique au village;0;2009;75;7.4;8478;28;IN;en;imdbDisplay;\N;0;Adventure;Animation
2685;3751;tt1433811;movie;Disconnect;0;2012;115;7.5;77086;22;IN;en;imdbDisplay;\N;0;Drama;Thriller
2686;3753;tt1433870;tvSeries;MasterChef Australia;0;2004;60;8.2;3758;9;IN;en;imdbDisplay;\N;0;Reality-TV;No tiene
2687;3754;tt1434447;movie;Rocket Singh: Salesman of the Year;0;2009;150;7.5;21230;5;IN;en;imdbDisplay;\N;0;Comedy;Drama
2688;3755;tt14364876;tvSeries;The Tower;0;2021;138;6.7;3912;3;IN;en;imdbDisplay;\N;0;Drama;Mystery
2689;3756;tt14367168;tvSeries;Let the Right One In;0;2022;53;7.5;5224;32;IN;en;imdbDisplay;\N;0;Drama;Horror
2690;3757;tt14369780;movie;Lady Chatterley's Lover;0;2022;126;6.6;19520;21;IN;en;imdbDisplay;\N;0;Drama;Romance
2691;3758;tt14372240;movie;The Year Earth Changed;0;2021;48;8.2;4565;14;IN;en;imdbDisplay;\N;0;Documentary;No tiene
2692;3759;tt1437358;movie;Mientras duermes;0;2011;102;7.2;44788;1;IN;en;imdbDisplay;\N;0;Crime;Drama
2693;3760;tt14376190;tvMiniSeries;Kindred;0;2022;42;7.4;3776;19;IN;en;imdbDisplay;\N;0;Drama;Fantasy
2694;3761;tt14376344;movie;Cha Cha Real Smooth;0;2022;107;7.3;22953;29;IN;en;imdbDisplay;\N;0;Comedy;Drama
2695;3762;tt14379784;tvSeries;The Devil's Hour;0;2022;60;7.6;21290;2;IN;en;imdbDisplay;\N;0;Drama;Thriller
2697;3765;tt1439572;movie;Perfect Sense;0;2011;92;7.0;62017;34;IN;en;imdbDisplay;\N;0;Drama;Romance
2698;3766;tt1439629;tvSeries;Community;0;2009;22;8.5;278433;46;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2699;3767;tt1439741;tvSeries;Human Target;0;2010;60;7.7;18536;33;IN;en;imdbDisplay;\N;0;Action;Adventure
2700;3768;tt14402146;movie;Empire of Light;0;2022;115;6.6;19306;3;IN;en;imdbDisplay;\N;0;Drama;Romance
2701;3769;tt1440232;movie;Les petits mouchoirs;0;2010;154;7.1;26274;18;IN;en;imdbDisplay;\N;0;Comedy;Drama
2702;3770;tt1440292;movie;Submarine;0;2010;97;7.3;93378;9;IN;en;imdbDisplay;\N;0;Comedy;Drama
2703;3771;tt14403178;tvSeries;Beef;0;2023;30;8.1;90214;1;IN;en;imdbDisplay;\N;0;Comedy;Drama
2704;3772;tt1440741;movie;Do ComeÃ§o ao Fim;0;2009;94;6.6;8356;17;IN;en;imdbDisplay;\N;0;Drama;Romance
2705;3773;tt1441109;tvSeries;Cougar Town;0;2009;22;7.0;44764;2;IN;en;imdbDisplay;\N;0;Comedy;Romance
2706;3774;tt1441135;tvSeries;Flashforward;0;2009;42;7.6;61493;25;IN;en;imdbDisplay;\N;0;Drama;Mystery
2707;3775;tt14412362;tvSeries;Chloe;0;2022;58;6.6;3740;29;IN;en;imdbDisplay;\N;0;Drama;Mystery
2708;3776;tt1441326;movie;Martha Marcy May Marlene;0;2011;102;6.8;54587;34;IN;en;imdbDisplay;\N;0;Drama;Mystery
2709;3777;tt14417718;tvMiniSeries;The Crowded Room;0;2023;\N;7.0;4722;3;IN;en;imdbDisplay;\N;0;Biography;Crime
2710;3779;tt1441912;movie;The Way;0;2010;123;7.3;34148;11;IN;en;imdbDisplay;\N;0;Comedy;Drama
2711;3781;tt1442065;tvSeries;Rookie Blue;0;2010;42;7.7;18034;11;IN;en;imdbDisplay;\N;0;Action;Crime
2712;3782;tt1442435;tvSeries;Mercy;0;2009;60;7.1;3040;5;IN;en;imdbDisplay;\N;0;Drama;No tiene
2713;3783;tt1442437;tvSeries;Modern Family;0;2009;22;8.5;453724;13;IN;en;imdbDisplay;\N;0;Comedy;Drama
2714;3784;tt1442449;tvSeries;Spartacus: Blood and Sand;0;2010;55;8.5;248470;45;IN;en;imdbDisplay;\N;0;Action;Adventure
2715;3785;tt1442462;tvSeries;The Good Wife;0;2009;43;8.4;79126;17;IN;en;imdbDisplay;\N;0;Crime;Drama
2716;3786;tt1442464;tvSeries;The Middle;0;2009;22;7.7;51494;20;IN;en;imdbDisplay;\N;0;Comedy;Family
2717;3787;tt1442550;tvSeries;Shark Tank;0;2009;60;7.7;10300;25;IN;en;imdbDisplay;\N;0;Family;Game-Show
2718;3788;tt14428598;movie;Qala;0;2022;119;7.2;6594;9;IN;en;imdbDisplay;\N;0;Drama;Music
2719;3789;tt14438964;movie;Goodbye;0;2022;130;6.8;9271;25;IN;en;imdbDisplay;\N;0;Comedy;Drama
2720;3790;tt14439896;movie;Father Stu;0;2022;124;6.5;25616;4;IN;en;imdbDisplay;\N;0;Biography;Drama
2721;3791;tt1444382;tvSeries;Cake Boss;0;2009;30;6.6;3264;1;IN;en;imdbDisplay;\N;0;Family;Reality-TV
2722;3792;tt14449470;tvSeries;FBI: International;0;2021;43;6.5;5309;26;IN;en;imdbDisplay;\N;0;Action;Adventure
2723;3793;tt14452228;tvSeries;Wolf Like Me;0;2022;30;7.3;7944;12;IN;en;imdbDisplay;\N;0;Comedy;Drama
2724;3794;tt14452776;tvSeries;The Bear;0;2022;30;8.4;102290;10;IN;en;imdbDisplay;\N;0;Comedy;Drama
2725;3795;tt14460684;tvSeries;Annarasumanara;0;2022;70;7.6;4333;10;IN;en;imdbDisplay;\N;0;Drama;Fantasy
2726;3796;tt1446192;movie;Rise of the Guardians;0;2012;97;7.2;184361;14;IN;en;imdbDisplay;\N;0;Action;Adventure
2727;3797;tt14463542;tvSeries;Intimidad;0;2022;50;6.8;3118;10;IN;en;imdbDisplay;\N;0;Crime;Drama
2728;3798;tt14466018;tvSeries;Blue Lights;0;2023;\N;8.2;6111;1;IN;en;imdbDisplay;\N;0;Crime;Drama
2729;3799;tt1446714;movie;Prometheus;0;2012;124;7.0;623702;47;IN;en;imdbDisplay;\N;0;Adventure;Mystery
2730;3801;tt1447500;movie;Magadheera;0;2009;147;7.7;24000;10;IN;en;imdbDisplay;\N;0;Action;Drama
2731;3802;tt1447508;movie;Peepli [Live];0;2010;95;7.4;12525;2;IN;en;working;\N;0;Comedy;Drama
2732;3803;tt14479078;tvSeries;Candy;0;2021;39;8.3;14192;19;IN;en;imdbDisplay;\N;0;Thriller;No tiene
2733;3804;tt14479480;tvMiniSeries;Redemption;0;2022;58;7.3;3469;32;IN;en;imdbDisplay;\N;0;Crime;Drama
2734;3806;tt14486722;tvSeries;Andropoz;0;2022;45;6.7;4127;23;IN;en;imdbDisplay;\N;0;Comedy;Drama
2735;3808;tt14490706;tvSeries;XO, Kitty;0;2023;30;6.6;8494;4;IN;en;imdbDisplay;\N;0;Comedy;Drama
2736;3809;tt1449175;tvMovie;Hamlet;0;2009;180;8.1;3586;6;IN;en;imdbDisplay;\N;0;Drama;No tiene
2737;3811;tt14500584;movie;Dorosute no hate de bokura;0;2020;70;7.3;5890;14;IN;en;imdbDisplay;\N;0;Comedy;Sci-Fi
2738;3812;tt14502728;tvSeries;The Imperfects;0;2022;45;6.5;7143;19;IN;en;imdbDisplay;\N;0;Action;Adventure
2739;3813;tt1450321;movie;Filth;0;2013;97;7.0;112645;14;IN;en;imdbDisplay;\N;0;Action;Comedy
2740;3814;tt14507354;tvSeries;The Endgame;0;2022;43;6.9;6492;5;IN;en;imdbDisplay;\N;0;Crime;Drama
2741;3815;tt14509130;tvMiniSeries;Florida Man;0;2023;354;6.7;8416;4;IN;en;imdbDisplay;\N;0;Crime;Drama
2742;3816;tt14512538;movie;Roadrunner: A Film About Anthony Bourdain;0;2021;119;7.7;8620;14;IN;en;imdbDisplay;\N;0;Documentary;No tiene
2743;3817;tt1451409;movie;Pokkiri;0;2007;161;7.5;13171;6;IN;en;imdbDisplay;\N;0;Action;Crime
2744;3818;tt14518284;tvSeries;Algoissjiman;0;2021;70;7.1;7168;18;IN;en;imdbDisplay;\N;0;Drama;Romance
2745;3820;tt14518756;tvSeries;Gaet-na-eul cha-cha-cha;0;2021;70;8.4;15848;45;IN;en;imdbDisplay;\N;0;Comedy;Drama
2746;3822;tt14527836;movie;Naeileui gieok;0;2021;99;6.7;4748;25;IN;en;imdbDisplay;\N;0;Drama;Mystery
2747;3823;tt1453159;tvMiniSeries;The Pillars of the Earth;0;2010;60;8.0;32159;18;IN;en;imdbDisplay;\N;0;Drama;Romance
2748;3824;tt14531842;tvSeries;Extraordinary;0;2023;25;7.8;11198;9;IN;en;imdbDisplay;\N;0;Action;Adventure
2749;3825;tt1453405;movie;Monsters University;0;2013;104;7.2;373195;70;IN;en;imdbDisplay;\N;0;Adventure;Animation
2750;3826;tt14539726;movie;Breaking Boundaries: The Science of Our Planet;0;2021;73;7.8;3055;8;IN;en;imdbDisplay;\N;0;Documentary;No tiene
2751;3827;tt1454029;movie;The Help;0;2011;146;8.1;474317;40;IN;en;imdbDisplay;\N;0;Drama;No tiene
2752;3828;tt14542254;movie;Novembre;0;2022;106;6.8;3969;11;IN;en;imdbDisplay;\N;0;Crime;Drama
2753;3829;tt14544190;tvSeries;Sprung;0;2022;35;8.3;5043;26;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2755;3831;tt1454468;movie;Gravity;0;2013;91;7.7;842504;44;IN;en;imdbDisplay;\N;0;Drama;Sci-Fi
2756;3832;tt1456635;movie;Goon;0;2011;92;6.8;88966;22;IN;en;imdbDisplay;\N;0;Comedy;Drama
2757;3833;tt14579330;tvMiniSeries;Les combattantes;0;2022;412;7.5;3475;24;IN;en;imdbDisplay;\N;0;Drama;History
2758;3834;tt1458175;movie;The Next Three Days;0;2010;133;7.3;201153;18;IN;en;imdbDisplay;\N;0;Action;Crime
2759;3836;tt14586544;tvSeries;Billy the Kid;0;2022;49;7.2;5125;25;IN;en;imdbDisplay;\N;0;Adventure;Biography
2760;3837;tt14592948;movie;KÃ¦rlighed for voksne;0;2022;104;6.5;11605;2;IN;en;imdbDisplay;\N;0;Crime;Drama
2761;3838;tt14598754;movie;Honsla Rakh;0;2021;145;7.3;7692;4;IN;en;imdbDisplay;\N;0;Comedy;Drama
2762;3839;tt14609428;tvSeries;The King's Affection;0;2021;\N;7.9;4528;30;IN;en;imdbDisplay;\N;0;Drama;Romance
2763;3840;tt14614892;movie;Doragon bÃ´ru sÃ»pÃ¢: SÃ»pÃ¢ hÃ®rÃ´;0;2022;100;7.1;12119;10;IN;en;imdbDisplay;\N;0;Action;Adventure
2764;3841;tt1462059;tvSeries;Falling Skies;0;2011;42;7.1;91379;34;IN;en;imdbDisplay;\N;0;Action;Adventure
2765;3842;tt14626352;tvSeries;Komi-san wa, Komyushou Desu.;0;2021;24;7.8;7861;29;IN;en;imdbDisplay;\N;0;Animation;Comedy
2766;3843;tt1462758;movie;Buried;0;2010;95;7.0;164978;13;IN;en;imdbDisplay;\N;0;Drama;Mystery
2767;3844;tt1462764;movie;Indiana Jones and the Dial of Destiny;0;2023;154;6.9;29126;55;IN;en;imdbDisplay;\N;0;Action;Adventure
2768;3845;tt14641542;movie;Le otto montagne;0;2022;147;7.7;7657;14;IN;en;imdbDisplay;\N;0;Drama;No tiene
2769;3846;tt14641648;tvMovie;Psych 3: This Is Gus;0;2021;96;7.6;4062;5;IN;en;imdbDisplay;\N;0;Comedy;Crime
2770;3847;tt14641788;movie;Enola Holmes 2;0;2022;129;6.7;88552;32;IN;en;imdbDisplay;\N;0;Action;Adventure
2771;3848;tt14650054;tvMiniSeries;Terim;0;2022;221;6.7;5453;27;IN;en;imdbDisplay;\N;0;Biography;Documentary
2772;3850;tt1465522;movie;Tucker and Dale vs Evil;0;2010;89;7.5;186937;12;IN;en;imdbDisplay;\N;0;Comedy;Horror
2773;3851;tt14661396;tvMiniSeries;Queen Charlotte: A Bridgerton Story;0;2023;347;7.3;38885;8;IN;en;imdbDisplay;\N;0;Drama;History
2774;3852;tt14664414;tvSeries;Young Royals;0;2021;50;8.3;37184;21;IN;en;imdbDisplay;\N;0;Drama;Romance
2775;3853;tt14671640;tvSeries;Class of '07;0;2023;\N;7.3;4342;19;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2776;3854;tt14671678;tvSeries;Deadloch;0;2023;\N;6.6;3060;6;IN;en;imdbDisplay;\N;0;Comedy;No tiene
2777;3855;tt14674086;tvSeries;Welcome to Wrexham;0;2022;28;8.2;14619;15;IN;en;imdbDisplay;\N;0;Documentary;Sport
2778;3856;tt14675860;tvMiniSeries;Welcome to Chippendales;0;2022;45;7.3;6817;29;IN;en;imdbDisplay;\N;0;Biography;Drama
2779;3857;tt14681732;tvMiniSeries;Sophie: A Murder in West Cork;0;2021;164;6.8;5774;16;IN;en;imdbDisplay;\N;0;Crime;Documentary
2780;3858;tt14688458;tvSeries;Silo;0;2023;\N;8.1;40723;26;IN;en;imdbDisplay;\N;0;Drama;Mystery
2781;3859;tt1470024;movie;Marti, dupa Craciun;0;2010;99;6.9;4832;2;IN;en;imdbDisplay;\N;0;Drama;Romance
2782;3860;tt14728056;tvSeries;Murder in Provence;0;2022;88;7.2;3521;10;IN;en;imdbDisplay;\N;0;Crime;Mystery
2783;3861;tt1473063;movie;La fille du puisatier;0;2011;109;7.0;4128;1;IN;en;imdbDisplay;\N;0;Drama;Romance
2784;3862;tt14731254;movie;Val;0;2021;109;7.6;13633;11;IN;en;imdbDisplay;\N;0;Biography;Documentary
2785;3864;tt14734548;tvMiniSeries;9/11: One Day in America;0;2021;297;9.3;3707;15;IN;en;imdbDisplay;\N;0;Documentary;No tiene
2786;3865;tt1473832;movie;Bridget Jones's Baby;0;2016;123;6.5;78542;21;IN;en;imdbDisplay;\N;0;Comedy;Drama
2787;3866;tt1474276;movie;SamÃ¢ uÃ´zu;0;2009;114;7.4;30781;29;IN;en;imdbDisplay;\N;0;Action;Adventure
2788;3867;tt1474684;tvSeries;Luther;0;2010;60;8.4;148764;21;IN;en;imdbDisplay;\N;0;Crime;Drama
2789;3868;tt14755038;movie;Cinco lobitos;0;2022;104;7.2;3156;24;IN;en;imdbDisplay;\N;0;Drama;No tiene
2790;3869;tt1475582;tvSeries;Sherlock;0;2010;88;9.1;955232;36;IN;en;imdbDisplay;\N;0;Crime;Drama
2791;3870;tt14759406;tvSeries;Guida astrologica per cuori infranti;0;2021;30;7.1;3805;9;IN;en;imdbDisplay;\N;0;Comedy;Romance
2792;3871;tt14759574;tvSeries;Mrs. Davis;0;2023;\N;7.3;7882;23;IN;en;imdbDisplay;\N;0;Comedy;Drama
2793;3872;tt14775784;movie;GroÃe Freiheit;0;2021;116;7.5;5980;6;IN;en;imdbDisplay;\N;0;Drama;No tiene
2794;3874;tt1477834;movie;Aquaman;0;2018;143;6.8;494489;36;IN;en;imdbDisplay;\N;0;Action;Adventure
2795;3875;tt1478338;movie;Bridesmaids;0;2011;125;6.8;300272;25;IN;en;imdbDisplay;\N;0;Comedy;Romance
2796;3876;tt1478964;movie;Attack the Block;0;2011;88;6.7;109265;13;IN;en;imdbDisplay;\N;0;Action;Adventure
2797;3877;tt1480684;tvSeries;The League;0;2009;22;8.3;50544;19;IN;en;imdbDisplay;\N;0;Comedy;Sport
2798;3878;tt14807348;movie;UFO Sweden;0;2022;115;6.6;3887;14;IN;en;imdbDisplay;\N;0;Adventure;Sci-Fi
2799;3880;tt14810692;movie;Mogadisyu;0;2021;121;7.0;6203;24;IN;en;imdbDisplay;\N;0;Action;Drama
2800;3881;tt14812782;movie;Jaddeh Khaki;0;2021;93;7.3;5078;32;IN;en;imdbDisplay;\N;0;Comedy;Drama
2801;3882;tt14819828;tvSeries;Business Proposal;0;2022;60;8.1;16836;17;IN;en;imdbDisplay;\N;0;Comedy;Drama
2802;3884;tt14821150;movie;Vortex;0;2021;142;7.4;7723;20;IN;en;imdbDisplay;\N;0;Drama;No tiene
2803;3885;tt14829590;tvMiniSeries;Why Didn't They Ask Evans?;0;2022;174;7.1;6632;25;IN;en;imdbDisplay;\N;0;Mystery;Thriller
2804;3886;tt1483013;movie;Oblivion;0;2013;124;7.0;538805;36;IN;en;imdbDisplay;\N;0;Action;Adventure
2805;3887;tt14832996;tvMiniSeries;How to Become a Tyrant;0;2021;\N;7.4;10187;27;IN;en;imdbDisplay;\N;0;Biography;Documentary
2807;3889;tt14846026;movie;Sisu;0;2022;91;6.9;40572;32;IN;en;imdbDisplay;\N;0;Action;War
2808;3890;tt14852808;tvSeries;The Watcher;0;2022;332;6.5;71648;14;IN;en;imdbDisplay;\N;0;Drama;Horror
2809;3891;tt1485796;movie;The Greatest Showman;0;2017;105;7.5;294444;43;IN;en;imdbDisplay;\N;0;Biography;Drama
2810;3892;tt14859416;movie;Kurak GÃ¼nler;0;2022;129;7.7;8629;32;IN;en;imdbDisplay;\N;0;Drama;Thriller
2811;3893;tt1486217;tvSeries;Archer;0;2009;22;8.6;159857;22;IN;en;imdbDisplay;\N;0;Action;Animation
2812;3895;tt1486834;movie;The F Word;0;2013;98;6.8;79956;31;IN;en;imdbDisplay;\N;0;Comedy;Romance
2813;3896;tt14875116;movie;Bro Daddy;0;2022;159;7.0;6587;14;IN;en;imdbDisplay;\N;0;Comedy;Drama
